review_text,sentiment
Hidden fees at pickup; felt disappointing overall…,negative
Booking was well organized —the kids' bike rode great on the botanical garden path  in humid weather!,positive
The QR code wouldn’t scan and support (Skyler) wasn’t helpful…,negative
The kiosk was down and support (Reese) wasn’t helpful.,negative
Check?in took 15 minutes and the hybrid bike had slipping chain…,negative
Picked up on late evening and everything was ready  with a puncture kit. Great value and friendly service!,positive
Unexpected charges at pickup; felt messy overall.,negative
Really enjoyed the tandem bike for half a day; team (Finley) was super helpful!,positive
Check?in took 20 minutes and the tandem bike had slipping chain…,negative
Rental was straightforward; got a city cruiser for the afternoon.,neutral
Booking was well organized —the gravel bike rode great on the downtown loop  in breezy weather.,positive
Check?in took almost an hour and the road bike had squeaky gears…,negative
The kiosk was down and support (Avery) wasn’t helpful.,negative
Rental was plain; got a cargo bike for all morning.,neutral
Picked up on late evening and everything was ready  with a lights. Great value and friendly service!!,positive
Booking was stress?free on the greenway.,positive
Rental was basic; got a kids' bike for 2 hours.,neutral
Check?in took 20 minutes and the city cruiser had flat tire…,negative
Check?in took around almost an hour and then we were on our way.,neutral
Helmet and puncture kit included; small details made a big difference.,positive
Loved the tandem bike for most of the day; team (Elliot) was super helpful!!,positive
Picked up on Monday morning and everything was ready  with a basket. Great value and friendly service!!,positive
Booking was top?notch —the hybrid bike rode great on the boardwalk  in mild weather.,positive
Check?in took 10 minutes and the kids' bike had badly adjusted seat.,negative
Really enjoyed the e?bike for most of the day; staff (Finley) was super helpful!!,positive
Really enjoyed the gravel bike for half a day; team (Parker) was super helpful!,positive
Check?in took almost an hour and the cargo bike had soft brakes…,negative
Check?in took half an hour and the cargo bike had sticky shifter.,negative
The kiosk was down and support (Sam) wasn’t helpful.,negative
Rental was ordinary; got a cargo bike for 30 minutes.,neutral
The payment screen froze and support (Jamie) wasn’t helpful!,negative
Booking was easy —the hybrid bike rode great on the downtown loop  in drizzly weather!!,positive
Booking was fantastic —the hybrid bike rode great on the downtown loop  in humid weather!,positive
Rental was predictable; got a kids' bike for 90 minutes.,neutral
Rental was plain; got a cargo bike for three hours.,neutral
Picked up on Thursday at lunch and everything was ready  with a puncture kit. Great value and friendly service!,positive
The city cruiser fit perfectly; sizing guidance was spot on!!,positive
Booking was fantastic —the gravel bike rode great on the university district  in drizzly weather.,positive
Rental was adequate; got a kids' bike for all morning.,neutral
Loved the mountain bike for 90 minutes; staff (Dakota) was super helpful!,positive
Rental was ordinary; got a kids' bike for 90 minutes.,neutral
The app kept crashing and support (Morgan) wasn’t helpful…,negative
Check?in took 20 minutes and the e?bike had soft brakes!,negative
Booking was quick —the road bike rode great on the university district  in drizzly weather!!,positive
Check?in took almost an hour and the hybrid bike had misaligned handlebars…,negative
Rental was basic; got a cargo bike for three hours.,neutral
Rental was ordinary; got a road bike for 2 hours.,neutral
Rental was adequate; got a tandem bike for three hours.,neutral
The kiosk was down and support (Reese) wasn’t helpful…,negative
Rental was adequate; got a e?bike for 45 minutes.,neutral
Rental was fine; got a mountain bike for all morning.,neutral
The kiosk was down and support (Riley) wasn’t helpful…,negative
The reservation didn’t sync and support (Jordan) wasn’t helpful…,negative
"Clear pricing, easy app, and comfy seat —even on the university district!!",positive
Check?in took 10 minutes and the mountain bike had flat tire!,negative
Loved the mountain bike for half a day; staff (Drew) was super helpful!,positive
Booking was super convenient —the hybrid bike rode great on the lakeside path  in breezy weather.,positive
Check?in took 10 minutes and the tandem bike had soft brakes…,negative
Maps were outdated and sent us off route near the greenway.,negative
Check?in took 5 minutes and the e?bike had soft brakes.,negative
Rental was adequate; got a folding bike for 90 minutes.,neutral
Rental was basic; got a e?bike for 2 hours.,neutral
Too pricey for the quality; wouldn’t recommend…,negative
Rental was predictable; got a tandem bike for 2 hours.,neutral
Booking was excellent on the university district  in hot weather!,positive
Picked up on Tuesday afternoon and everything was ready  with a phone mount. Great value and friendly service.,positive
Really enjoyed the tandem bike for half a day; team (Quinn) was super helpful!,positive
Check?in took half an hour and the hybrid bike had badly adjusted seat!,negative
Booking was quick —the e?bike rode great on the lakeside path  in windy weather.,positive
Rental was straightforward; got a tandem bike for an hour.,neutral
Check?in took 20 minutes and the kids' bike had badly adjusted seat.,negative
Check?in took 5 minutes and the kids' bike had slipping chain.,negative
Rental was plain; got a road bike for 2 hours.,neutral
Really enjoyed the e?bike for the afternoon; staff (Kendall) was super helpful!!,positive
Booking was easy —the mountain bike rode great on the lakeside path!!,positive
Loved the road bike for the afternoon; staff (Riley) was super helpful.,positive
Check?in took 15 minutes and the tandem bike had wobbly wheel!,negative
The reservation didn’t sync and support (Jordan) wasn’t helpful!,negative
Check?in took almost an hour and the tandem bike had soft brakes…,negative
Picked up on Tuesday afternoon and everything was ready  with a lock. Great value and friendly service.,positive
Booking was seamless —the mountain bike rode great on the university district  in chilly weather!!,positive
Rental was average; got a road bike for the afternoon.,neutral
Rental was predictable; got a hybrid bike for the afternoon.,neutral
The app kept crashing and support (Skyler) wasn’t helpful.,negative
Price felt fair and the ride was as expected.,neutral
The reservation didn’t sync and support (Tatum) wasn’t helpful.,negative
Loved the cargo bike for 90 minutes; team (Parker) was super helpful!!,positive
Rental was average; got a gravel bike for the afternoon.,neutral
The QR code wouldn’t scan and support (Alex) wasn’t helpful…,negative
Rental was straightforward; got a cargo bike for an hour.,neutral
Check?in took 10 minutes and the cargo bike had squeaky gears…,negative
Really enjoyed the city cruiser for an hour; staff (Dakota) was super helpful!,positive
Rental was average; got a kids' bike for three hours.,neutral
Hidden fees at pickup; felt messy overall…,negative
Picked up on Tuesday afternoon and everything was ready  with a helmet. Great value and friendly service!,positive
Check?in took 5 minutes and the kids' bike had battery cutting out!,negative
Rental was fine; got a kids' bike for 2 hours.,neutral
Rental was adequate; got a road bike for 90 minutes.,neutral
Unexpected charges at pickup; felt confusing overall…,negative
Rental was ordinary; got a tandem bike for half a day.,neutral
Check?in took almost an hour and the mountain bike had slipping chain!,negative
Rental was plain; got a hybrid bike for half a day.,neutral
Booking was top?notch —the mountain bike rode great on the downtown loop!,positive
Booking was quick —the e?bike rode great on the canal path  in mild weather!!,positive
Rental was average; got a cargo bike for most of the day.,neutral
Rental was adequate; got a gravel bike for all morning.,neutral
Too expensive for the quality; wouldn’t recommend…,negative
Rental was plain; got a tandem bike for an hour.,neutral
